Team,AdjRank,TotalGames,TotalWins,Q1_Record,Q1_Games,Q1_WinPct,Q1_NetEff,Q2_Record,Q2_Games,Q2_WinPct,Q2_NetEff,Q3_Record,Q3_Games,Q3_WinPct,Q3_NetEff,Q4_Record,Q4_Games,Q4_WinPct,Q4_NetEff
Troy*,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-9.7,1-0,1,1.0,15.5
Merchant Marine Academy,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-96.1
San Francisco State,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-37.9,0-1,1,0.0,-71.5
Jessup University,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-12.5
17Vanderbilt,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,23.3,0-0,0,0.0,0.0
Missouri Baptist,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-61.9,0-0,0,0.0,0.0,0-0,0,0.0,0.0
William Carey,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-30.6,0-1,1,0.0,-40.1
Pittsburgh - Greensburg,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-33.6,0-0,0,0.0,0.0
Geneva,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-93.5,0-0,0,0.0,0.0
Schreiner,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-61.2,0-0,0,0.0,0.0
10Texas Tech,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,26.8
LeTourneau,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-49.7,0-0,0,0.0,0.0
Centenary (NJ),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-123.1,0-0,0,0.0,0.0
24Vanderbilt*,999.0,2,2,1-0,1,1.0,40.7,1-0,1,1.0,18.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0
UC Merced,999.0,1,0,0-1,1,0.0,-87.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Principia College,999.0,1,0,0-1,1,0.0,-118.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Arcadia,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-32.8,0-0,0,0.0,0.0
Rutgers-Camden,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-49.5,0-0,0,0.0,0.0
Franciscan University,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-27.4
North Carolina Central,999.0,10,3,0-3,3,0.0,-54.6,0-0,0,0.0,0.0,0-3,3,0.0,-20.1,3-1,4,0.75,7.8
Carolina University,999.0,3,0,0-0,0,0.0,0.0,0-1,1,0.0,-85.5,0-1,1,0.0,-88.0,0-1,1,0.0,-77.3
Holy Cross,999.0,7,3,0-1,1,0.0,-77.3,1-1,2,0.5,-21.0,1-1,2,0.5,-5.9,1-1,2,0.5,-14.2
Colgate,999.0,2,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-0,2,1.0,7.1
Boston University,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-1,2,0.5,5.4
Loyola Maryland,999.0,10,2,0-2,2,0.0,-38.6,0-2,2,0.0,-11.8,0-2,2,0.0,-27.9,2-2,4,0.5,0.4
21Virginia,999.0,2,2,1-0,1,1.0,25.4,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,59.9
VCU,999.0,12,8,0-4,4,0.0,-8.3,1-0,1,1.0,18.1,2-0,2,1.0,22.6,5-0,5,1.0,33.7
Maryland Eastern Shore,999.0,9,2,0-1,1,0.0,-140.7,0-1,1,0.0,-6.2,1-2,3,0.33,-30.6,1-3,4,0.25,-3.6
Drexel,999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-3,3,0.0,-9.3,0-0,0,0.0,0.0
Longwood,999.0,6,2,0-1,1,0.0,-22.9,0-1,1,0.0,-33.7,0-1,1,0.0,-35.1,2-1,3,0.67,5.9
Siena,999.0,12,8,0-1,1,0.0,-28.6,0-0,0,0.0,0.0,2-1,3,0.67,7.8,6-2,8,0.75,17.1
Maine,999.0,7,1,0-1,1,0.0,-32.9,0-1,1,0.0,-28.5,1-1,2,0.5,-2.6,0-3,3,0.0,-20.3
Marywood,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-95.4,0-0,0,0.0,0.0
Rutgers,999.0,13,8,0-3,3,0.0,-40.4,0-1,1,0.0,-11.1,3-0,3,1.0,2.5,5-1,6,0.83,15.3
Spring Hill,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-81.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Warner Pacific,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-78.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Puget Sound,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-92.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Humboldt State,999.0,1,0,0-1,1,0.0,-49.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
UC Santa Cruz,999.0,2,0,0-0,0,0.0,0.0,0-2,2,0.0,-60.5,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Occidental,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-42.8
Utah Valley*,999.0,3,3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,3-0,3,1.0,39.9,0-0,0,0.0,0.0
Georgia College,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-102.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Western Kentucky*,999.0,2,0,0-1,1,0.0,-7.2,0-1,1,0.0,-5.9,0-0,0,0.0,0.0,0-0,0,0.0,0.0
VCU*,999.0,2,1,0-1,1,0.0,-3.8,1-0,1,1.0,15.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Wyoming*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,22.9,0-0,0,0.0,0.0
Dakota Wesleyan,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-46.5,0-0,0,0.0,0.0
Peru State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-84.5,0-0,0,0.0,0.0
Mount Marty College,999.0,2,0,0-1,1,0.0,-39.2,0-0,0,0.0,0.0,0-1,1,0.0,-30.9,0-0,0,0.0,0.0
Ozark Christian,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-98.2,0-0,0,0.0,0.0
Brewton-Parker,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-27.1
Mobile,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-52.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Central Penn,999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-93.0,0-2,2,0.0,-46.2
George Washington,999.0,4,2,0-1,1,0.0,-11.6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-1,3,0.67,19.1
Pennsylvania,999.0,9,6,0-1,1,0.0,-6.1,1-0,1,1.0,23.4,0-2,2,0.0,-15.9,5-0,5,1.0,12.4
Wake Forest,999.0,12,7,0-4,4,0.0,-18.1,1-1,2,0.5,-10.3,0-0,0,0.0,0.0,6-0,6,1.0,25.0
Ole Miss,999.0,8,5,0-2,2,0.0,-17.0,1-1,2,0.5,0.0,1-0,1,1.0,10.8,3-0,3,1.0,30.4
Baylor,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,66.4
10Iowa State,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,55.9
Louisiana Tech,999.0,8,5,0-0,0,0.0,0.0,0-1,1,0.0,-11.7,0-2,2,0.0,-19.1,5-0,5,1.0,20.6
Indiana State*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-8.1
Oklahoma,999.0,6,4,0-1,1,0.0,-22.2,0-0,0,0.0,0.0,0-1,1,0.0,-31.2,4-0,4,1.0,28.8
LSU,999.0,3,3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,10.5,2-0,2,1.0,28.3
Howard,999.0,4,2,0-1,1,0.0,-52.9,1-0,1,1.0,12.0,0-0,0,0.0,0.0,1-1,2,0.5,4.0
Maryland,999.0,5,2,0-2,2,0.0,-30.3,0-0,0,0.0,0.0,1-1,2,0.5,-2.0,1-0,1,1.0,24.8
Minnesota,999.0,8,8,2-0,2,1.0,9.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,6-0,6,1.0,30.8
South Alabama,999.0,6,4,0-1,1,0.0,-42.2,0-0,0,0.0,0.0,2-0,2,1.0,16.0,2-1,3,0.67,4.9
Bloomsburg,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-83.0,0-0,0,0.0,0.0
West Coast Baptist,999.0,3,0,0-1,1,0.0,-128.4,0-1,1,0.0,-116.3,0-0,0,0.0,0.0,0-1,1,0.0,-86.8
Stetson*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-2.7
Tougaloo,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-15.4,0-1,1,0.0,-50.8,0-0,0,0.0,0.0
Louisiana Christian,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-89.5
UAB*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,10.9,0-0,0,0.0,0.0
McKendree,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-74.4,0-0,0,0.0,0.0
Saint Mary of the Woods College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-46.7,0-0,0,0.0,0.0
13Tennessee,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-3.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Saint Josephs Long Island,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-122.8
Farmingdale State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-10.5
Thomas (ME),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-74.8
Rhodes,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-75.9,0-0,0,0.0,0.0,0-1,1,0.0,-23.3
Millsaps,999.0,1,0,0-1,1,0.0,-36.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
North Central (MN),999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-65.4,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Saint John's (MN),999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-36.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Lawrence University,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-57.5,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Jackson State,999.0,6,2,0-3,3,0.0,-84.0,0-0,0,0.0,0.0,0-1,1,0.0,-69.7,2-0,2,1.0,9.1
Mississippi State,999.0,5,4,0-1,1,0.0,-37.7,1-0,1,1.0,17.8,0-0,0,0.0,0.0,3-0,3,1.0,21.5
Memphis,999.0,4,2,0-1,1,0.0,-34.9,0-1,1,0.0,-12.0,1-0,1,1.0,9.5,1-0,1,1.0,26.4
Cincinnati,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,49.0
Missouri,999.0,7,7,1-0,1,1.0,6.8,1-0,1,1.0,34.6,2-0,2,1.0,16.8,3-0,3,1.0,26.0
UT Martin,999.0,10,7,0-0,0,0.0,0.0,1-0,1,1.0,16.9,2-3,5,0.4,-8.2,4-0,4,1.0,16.3
SIU Edwardsville*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,23.5
IU Indianapolis*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-26.6
Colorado,999.0,3,3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-0,2,1.0,9.4,1-0,1,1.0,35.9
Virginia-Lynchburg,999.0,9,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-103.2,0-7,7,0.0,-82.6
UAB,999.0,12,7,1-1,2,0.5,-4.3,1-0,1,1.0,2.8,2-2,4,0.5,2.5,3-2,5,0.6,13.4
Florida State,999.0,6,3,0-2,2,0.0,-23.0,0-1,1,0.0,-2.4,0-0,0,0.0,0.0,3-0,3,1.0,33.7
Texas,999.0,10,8,0-1,1,0.0,-21.7,0-0,0,0.0,0.0,1-0,1,1.0,5.7,7-1,8,0.88,32.6
11Vanderbilt,999.0,4,4,2-0,2,1.0,16.2,0-0,0,0.0,0.0,1-0,1,1.0,6.8,1-0,1,1.0,51.4
Trinity (TX),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-39.4
Bethel (TN),999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-43.3,0-1,1,0.0,-36.7
Berea,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-29.6
Tennessee Wesleyan*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-25.4,0-0,0,0.0,0.0
Georgian Court,999.0,2,0,0-0,0,0.0,0.0,0-2,2,0.0,-64.6,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Cameron,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-42.6,0-0,0,0.0,0.0
Howard Payne,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-96.2,0-1,1,0.0,-53.1
Midwestern State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-15.0,0-0,0,0.0,0.0
Angelo State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-35.2,0-0,0,0.0,0.0
Oklahoma Christian,999.0,1,0,0-1,1,0.0,-60.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Pensacola Christian College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-105.3,0-0,0,0.0,0.0
Wilson College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-49.2
Lourdes University,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-49.8,0-0,0,0.0,0.0
Erskine,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-39.5,0-1,1,0.0,-78.3
Chaminade,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-38.6,0-0,0,0.0,0.0,0-1,1,0.0,-5.3
Kentucky,999.0,3,2,1-0,1,1.0,14.1,0-0,0,0.0,0.0,0-1,1,0.0,-19.8,1-0,1,1.0,18.6
Yale,999.0,9,6,1-0,1,1.0,30.6,0-1,1,0.0,-14.2,3-1,4,0.75,11.2,2-1,3,0.67,2.5
Kennesaw State*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-15.2,0-0,0,0.0,0.0
South Florida,999.0,7,5,0-1,1,0.0,-9.2,1-0,1,1.0,21.9,1-1,2,0.5,-4.6,3-0,3,1.0,34.8
1Arizona*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,22.5,0-0,0,0.0,0.0
UTSA,999.0,12,1,0-1,1,0.0,-36.6,0-3,3,0.0,-40.6,0-6,6,0.0,-31.9,1-1,2,0.5,-8.8
Maryland*,999.0,3,1,0-1,1,0.0,-64.0,0-0,0,0.0,0.0,0-1,1,0.0,-41.1,1-0,1,1.0,36.9
UNLV*,999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-50.2,0-2,2,0.0,-13.7
12Gonzaga*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,12.8,0-0,0,0.0,0.0
8Illinois*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-5.3,0-0,0,0.0,0.0
5St. John's,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-1,2,0.5,15.0,0-0,0,0.0,0.0
North Dakota,999.0,8,1,0-2,2,0.0,-44.9,0-0,0,0.0,0.0,0-3,3,0.0,-37.1,1-2,3,0.33,-4.0
Alcorn State,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,2.9
Mississippi Valley State,999.0,6,0,0-1,1,0.0,-43.8,0-0,0,0.0,0.0,0-2,2,0.0,-92.9,0-3,3,0.0,-28.1
Arkansas-Pine Bluff,999.0,2,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-0,2,1.0,16.6
La Verne,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-43.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Stanton,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-39.5,0-0,0,0.0,0.0,0-1,1,0.0,-39.8
Pacific Union,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-86.3,0-0,0,0.0,0.0
Menlo,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-38.5,0-0,0,0.0,0.0
Paul Smith's,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-74.5
SUNY Delhi,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-89.2
UTEP*,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-25.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Manhattan Christian,999.0,1,0,0-1,1,0.0,-73.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
William Peace,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-43.9
Morris College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-44.5
Fisher College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-61.8
Emerson,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-33.0
Rivier,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-72.4
Penn State-York,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-33.3,0-0,0,0.0,0.0
Rust,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-46.6
St. Francis (IL),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-76.4
Fisk,999.0,4,0,0-1,1,0.0,-74.4,0-1,1,0.0,-80.8,0-1,1,0.0,-65.6,0-1,1,0.0,-45.1
Chattanooga,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-1,2,0.5,-6.2
Ole Miss*,999.0,3,1,0-2,2,0.0,-13.6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,22.4
North Alabama,999.0,10,2,0-1,1,0.0,-28.9,0-1,1,0.0,-6.2,1-3,4,0.25,-24.7,1-3,4,0.25,-9.4
Arkansas Baptist,999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-3,3,0.0,-18.9
Lipscomb,999.0,6,3,0-2,2,0.0,-18.2,0-1,1,0.0,-42.1,0-0,0,0.0,0.0,3-0,3,1.0,25.9
Tennessee State,999.0,6,2,0-1,1,0.0,-9.4,0-0,0,0.0,0.0,1-0,1,1.0,9.2,1-3,4,0.25,-11.5
Coastal Carolina,999.0,3,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-27.5,2-0,2,1.0,10.4
Clemson,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-8.5,1-0,1,1.0,44.9
Lindenwood,999.0,12,5,0-2,2,0.0,-46.1,0-2,2,0.0,-30.3,0-1,1,0.0,-7.1,5-2,7,0.71,13.1
Charleston Southern,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-6.6
Indiana,999.0,3,3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,3-0,3,1.0,36.5
Blue Mountain,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-77.5,0-1,1,0.0,-29.5
Bowling Green,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-13.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Central Michigan,999.0,3,1,0-1,1,0.0,-17.2,0-1,1,0.0,-49.1,0-0,0,0.0,0.0,1-0,1,1.0,24.2
Westminster (UT),999.0,2,0,0-2,2,0.0,-67.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
St. Thomas (TX),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-1.3
Western New Mexico,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-54.7
UT Permian Basin,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-76.5
UNT Dallas,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-76.3,0-0,0,0.0,0.0
Mount Olive,999.0,1,0,0-1,1,0.0,-34.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Concord,999.0,1,0,0-1,1,0.0,-72.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Eastern Michigan,999.0,5,3,0-1,1,0.0,-29.5,1-1,2,0.5,-6.3,0-0,0,0.0,0.0,2-0,2,1.0,26.3
Murray State*,999.0,4,2,2-0,2,1.0,10.8,0-1,1,0.0,-20.8,0-0,0,0.0,0.0,0-1,1,0.0,-4.0
Tulane,999.0,11,9,0-0,0,0.0,0.0,0-1,1,0.0,-20.4,2-0,2,1.0,10.2,7-1,8,0.88,3.9
Bucknell,999.0,1,0,0-1,1,0.0,-32.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Milwaukee,999.0,8,4,0-2,2,0.0,-37.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,4-2,6,0.67,9.1
Yale*,999.0,4,4,1-0,1,1.0,4.3,0-0,0,0.0,0.0,1-0,1,1.0,16.3,2-0,2,1.0,11.6
Evansville*,999.0,2,0,0-1,1,0.0,-42.3,0-0,0,0.0,0.0,0-1,1,0.0,-25.7,0-0,0,0.0,0.0
Iona*,999.0,2,0,0-1,1,0.0,-28.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-6.8
2Purdue,999.0,2,2,0-0,0,0.0,0.0,1-0,1,1.0,24.0,1-0,1,1.0,10.6,0-0,0,0.0,0.0
Penn State-Shenango,999.0,3,0,0-1,1,0.0,-82.9,0-1,1,0.0,-85.1,0-0,0,0.0,0.0,0-1,1,0.0,-82.2
Princeton,999.0,9,3,0-1,1,0.0,-49.6,0-1,1,0.0,-25.5,1-2,3,0.33,-10.9,2-2,4,0.5,5.9
James Madison,999.0,7,3,0-3,3,0.0,-30.4,0-1,1,0.0,-5.5,2-0,2,1.0,8.8,1-0,1,1.0,17.8
New Mexico,999.0,6,5,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,13.3,4-1,5,0.8,19.8
Utah State,999.0,9,8,0-0,0,0.0,0.0,0-1,1,0.0,-18.5,3-0,3,1.0,32.0,5-0,5,1.0,27.8
Bryant Str-Alb,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-74.5,0-0,0,0.0,0.0
Plattsburgh St,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-74.5,0-0,0,0.0,0.0
Western New England,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-11.0,0-0,0,0.0,0.0
Christendom,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-81.2
Johnson & Wales (NC),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-108.7
Campbellsville,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-59.5,0-0,0,0.0,0.0
Hannibal-Lagrange,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-55.2
St. Ambrose,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-24.5
Voorhees,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-98.3
Huntingdon College (AL),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-41.1
Bloomfield,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-2.0,0-0,0,0.0,0.0
UNLV,999.0,9,6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-1,3,0.67,3.0,4-2,6,0.67,16.3
